Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
164,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
165,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
166,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
167,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
168,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
169,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
170,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
171,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
172,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
173,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
174,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
175,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
176,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
177,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
178,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
179,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
180,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
181,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
182,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
183,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
184,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
185,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
186,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
187,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
188,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
189,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
190,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
191,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
192,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
193,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
194,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
195,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
196,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
197,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
198,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
199,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
200,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
201,"[jscript9.dll]",15,0,0.72,0.00,"jscript9.dll",
202,"[jscript9.dll]",14,0,0.67,0.00,"jscript9.dll",
203,"[jscript9.dll]",14,0,0.67,0.00,"jscript9.dll",
204,"[jscript9.dll]",13,0,0.62,0.00,"jscript9.dll",
205,"[jscript9.dll]",13,0,0.62,0.00,"jscript9.dll",
206,"[jscript9.dll]",13,0,0.62,0.00,"jscript9.dll",
207,"[jscript9.dll]",12,0,0.58,0.00,"jscript9.dll",
208,"[jscript9.dll]",12,0,0.58,0.00,"jscript9.dll",
209,"[jscript9.dll]",12,0,0.58,0.00,"jscript9.dll",
210,"[jscript9.dll]",12,0,0.58,0.00,"jscript9.dll",
211,"[jscript9.dll]",12,0,0.58,0.00,"jscript9.dll",
212,"[jscript9.dll]",11,1,0.53,0.05,"jscript9.dll",
213,"[jscript9.dll]",9,0,0.43,0.00,"jscript9.dll",
214,"[jscript9.dll]",8,1,0.38,0.05,"jscript9.dll",
215,"[jscript9.dll]",7,2,0.34,0.10,"jscript9.dll",
216,"[jscript9.dll]",5,2,0.24,0.10,"jscript9.dll",
217,"[jscript9.dll]",2,1,0.10,0.05,"jscript9.dll",
218,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
219,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
220,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
221,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
222,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
223,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
224,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
225,"[jscript9.dll]",1,1,0.05,0.05,"jscript9.dll",
217,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
218,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
219,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
220,"[msvcrt.dll]",1,1,0.05,0.05,"msvcrt.dll",
214,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
215,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
216,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
213,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
214,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
215,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
216,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
217,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
212,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
213,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
214,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
207,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
208,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
209,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
210,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
211,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
212,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
213,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
214,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
215,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
216,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
217,"[jscript9.dll]",1,1,0.05,0.05,"jscript9.dll",
204,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
205,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
206,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
207,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
208,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
209,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
210,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
211,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
212,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
213,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
214,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
215,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
216,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
202,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
203,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
204,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
205,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
206,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
207,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
208,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
209,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
210,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
211,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
212,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
213,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
214,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
215,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
216,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
217,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
218,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
219,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
184,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
185,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
186,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
187,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
188,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
189,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
190,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
191,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
192,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
193,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
194,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
195,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
196,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
197,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
198,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
199,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
200,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
201,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
202,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
203,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
204,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
205,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
206,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
207,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
208,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
209,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
210,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
211,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
212,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
213,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
214,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
215,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
216,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
217,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
218,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
219,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
220,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
221,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
222,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
0,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
1,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
2,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
3,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
4,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
5,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
6,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
7,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
8,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
9,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
10,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
11,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
12,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
13,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
14,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
15,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
16,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
17,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
18,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
19,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
20,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
21,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
22,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
23,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
24,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
25,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
26,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
27,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
28,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
29,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
30,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
31,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
32,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
33,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
34,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
35,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
36,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
37,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
38,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
39,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
40,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
41,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
42,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
43,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
44,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
45,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
46,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
47,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
48,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
49,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
50,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
51,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
52,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
53,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
54,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
55,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
56,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
57,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
58,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
59,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
60,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
61,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
62,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
63,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
64,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
65,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
66,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
67,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
68,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
69,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
70,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
71,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
72,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
73,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
74,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
75,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
76,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
77,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
78,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
79,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
80,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
81,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
82,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
83,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
84,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
85,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
86,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
87,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
88,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
89,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
90,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
91,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
92,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
93,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
94,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
95,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
96,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
97,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
98,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
99,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
100,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
101,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
102,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
103,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
104,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
105,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
106,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
107,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
108,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
109,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
110,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
111,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
112,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
113,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
114,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
115,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
116,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
117,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
118,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
119,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
120,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
121,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
122,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
123,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
124,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
125,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
126,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
127,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
128,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
129,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
130,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
131,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
132,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
133,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
134,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
135,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
136,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
137,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
138,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
139,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
140,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
141,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
142,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
143,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
144,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
145,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
146,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
147,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
148,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
149,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
150,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
151,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
152,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
153,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
154,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
155,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
156,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
157,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
158,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
159,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
160,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
161,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
162,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
163,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
164,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
165,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
166,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
167,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
168,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
169,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
170,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
171,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
172,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
173,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
174,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
175,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
176,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
177,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
178,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
179,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
180,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
181,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
182,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
183,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
184,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
185,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
186,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
187,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
188,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
189,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
190,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
191,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
192,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
193,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
194,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
195,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
196,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
197,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
198,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
199,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
200,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
201,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
202,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
203,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
204,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
205,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
206,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
207,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
208,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
209,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
210,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
211,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
212,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
213,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
214,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
215,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
216,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
217,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
218,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
219,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
220,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
221,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
222,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
223,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
224,"[jscript9.dll]",1,1,0.05,0.05,"jscript9.dll",
1,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
2,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
3,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
4,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
5,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
6,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
7,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
8,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
9,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
10,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
11,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
12,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
13,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
14,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
15,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
